,filename,width,height,class,xmin,ymin,xmax,ymax
399,0612-06122020111532-0000_frame297.jpg,1280,1024,1,695,360,713,377
400,0612-06122020111532-0000_frame237.jpg,1280,1024,1,692,332,709,347
401,0612-06122020111532-0000_frame298.jpg,1280,1024,1,688,351,709,370
402,0612-06122020111532-0000_frame181.jpg,1280,1024,1,312,473,335,496
403,0612-06122020111532-0000_frame211.jpg,1280,1024,1,533,309,549,326
404,0612-06122020111532-0000_frame312.jpg,1280,1024,1,432,405,452,426
405,0612-06122020111532-0000_frame300.jpg,1280,1024,1,670,342,687,363
407,0612-06122020111532-0000_frame124.jpg,1280,1024,1,579,841,589,869
408,0612-06122020111532-0000_frame109.jpg,1280,1024,1,605,839,615,864
411,0612-06122020111532-0000_frame313.jpg,1280,1024,1,407,432,427,456
412,0612-06122020111532-0000_frame299.jpg,1280,1024,1,681,348,697,368
413,0612-06122020111532-0000_frame217.jpg,1280,1024,1,576,304,594,320
414,0612-06122020111532-0000_frame187.jpg,1280,1024,1,346,420,364,443
415,0612-06122020111532-0000_frame311.jpg,1280,1024,1,457,381,477,402
416,0612-06122020111532-0000_frame177.jpg,1280,1024,1,295,515,323,537
417,0612-06122020111532-0000_frame249.jpg,1280,1024,1,730,366,747,384
418,0612-06122020111532-0000_frame315.jpg,1280,1024,1,370,511,387,532
419,0612-06122020111532-0000_frame234.jpg,1280,1024,1,678,325,696,338
420,0612-06122020111532-0000_frame151.jpg,1280,1024,1,391,782,425,810
421,0612-06122020111532-0000_frame219.jpg,1280,1024,1,591,307,608,318
422,0612-06122020111532-0000_frame149.jpg,1280,1024,1,411,795,441,824
423,0612-06122020111532-0000_frame232.jpg,1280,1024,1,669,322,687,336
424,0612-06122020111532-0000_frame158.jpg,1280,1024,1,336,729,370,750
425,0612-06122020111532-0000_frame215.jpg,1280,1024,1,563,305,580,321
426,0612-06122020111532-0000_frame245.jpg,1280,1024,1,720,354,737,370
427,Adam-120-A-1-1-1_frame315.jpg,1280,1024,1,875,353,888,367
428,Adam-120-A-1-1-1_frame238.jpg,1280,1024,1,719,313,733,325
429,Adam-120-A-1-1-1_frame178.jpg,1280,1024,1,508,543,520,556
430,Adam-120-A-1-1-1_frame206.jpg,1280,1024,1,576,372,583,382
431,Adam-120-A-1-1-1_frame253.jpg,1280,1024,1,749,326,762,341
432,Adam-120-A-1-1-1_frame161.jpg,1280,1024,1,539,642,554,653
434,Adam-120-A-1-1-1_frame187.jpg,1280,1024,1,515,484,525,497
435,Adam-120-A-1-1-1_frame170.jpg,1280,1024,1,519,595,529,606
436,Adam-120-A-1-1-1_frame228.jpg,1280,1024,1,679,311,693,322
437,Adam-120-A-1-1-1_frame225.jpg,1280,1024,1,665,313,679,324
438,Adam-120-A-1-1-1_frame347.jpg,1280,1024,1,564,334,577,353
439,Adam-120-A-1-1-1_frame291.jpg,1280,1024,1,539,495,549,510
441,Adam-120-A-1-1-1_frame289.jpg,1280,1024,1,530,420,540,433
442,Adam-120-A-1-1-1_frame317.jpg,1280,1024,1,849,334,866,351
444,Adam-120-A-1-1-1_frame242.jpg,1280,1024,1,731,317,744,331
446,Adam-120-A-1-1-1_frame189.jpg,1280,1024,1,519,471,527,482
447,Adam-120-A-1-1-1_frame319.jpg,1280,1024,1,821,321,831,328
448,Adam-120-A-1-1-1_frame251.jpg,1280,1024,1,747,325,759,337
449,Adam-120-A-1-1-1_frame279.jpg,1280,1024,1,679,335,691,346
450,Adam-120-A-1-1-1_frame210.jpg,1280,1024,1,593,352,603,365
451,Adam-120-A-1-1-1_frame172.jpg,1280,1024,1,514,583,526,592
452,Adam-120-A-1-1-1_frame332.jpg,1280,1024,1,669,296,683,304
453,Adam-120-A-1-1-1_frame208.jpg,1280,1024,1,585,360,593,373
454,Adam-120-A-1-1-1_frame198.jpg,1280,1024,1,545,416,552,429
455,Adam-120-A-1-1-1_frame129.jpg,1280,1024,1,623,703,639,719
456,Adam-120-A-1-1-1_frame247.jpg,1280,1024,1,742,322,754,334
457,Adam-120-A-1-1-1_frame255.jpg,1280,1024,1,751,327,766,341
458,Adam-120-A-1-1-1_frame146.jpg,1280,1024,1,587,686,601,699
459,Adam-120-A-1-1-1_frame341.jpg,1280,1024,1,593,314,607,330
460,Adam-120-A-1-1-1_frame343.jpg,1280,1024,1,581,322,596,338
461,Adam-120-A-1-1-1_frame217.jpg,1280,1024,1,626,328,638,340
462,Adam-120-A-1-1-1_frame336.jpg,1280,1024,1,635,304,646,315
463,Adam-120-A-1-1-1_frame215.jpg,1280,1024,1,617,335,629,346
465,Adam-120-A-1-1-1_frame213.jpg,1280,1024,1,607,340,618,353
466,Adam-120-A-1-1-1_frame245.jpg,1280,1024,1,737,320,751,333
467,Adam-120-A-1-1-1_frame144.jpg,1280,1024,1,593,689,607,703
468,Adam-120-A-1-1-1_frame166.jpg,1280,1024,1,526,617,541,631
469,Adam-120-A-1-1-1_frame140.jpg,1280,1024,1,603,695,617,710
470,Adam-120-A-1-1-1_frame270.jpg,1280,1024,1,735,327,748,342
471,Adam-120-A-1-1-1_frame142.jpg,1280,1024,1,597,692,612,706
472,Adam-120-A-1-1-1_frame287.jpg,1280,1024,1,582,405,593,417
473,Adam-120-A-1-1-1_frame174.jpg,1280,1024,1,511,570,525,582
474,Adam-120-A-1-1-1_frame219.jpg,1280,1024,1,637,324,648,335
475,Adam-120-A-1-1-1_frame268.jpg,1280,1024,1,740,329,754,343
476,Adam-120-A-1-1-1_frame259.jpg,1280,1024,1,751,329,764,344
478,Adam-120-A-1-1-1_frame285.jpg,1280,1024,1,608,376,620,388
479,Adam-120-A-1-1-1_frame326.jpg,1280,1024,1,733,298,746,306
480,Adam-120-A-1-1-1_frame227.jpg,1280,1024,1,674,311,689,323
481,Adam-120-A-1-1-1_frame257.jpg,1280,1024,1,752,329,763,342
482,Adam-120-A-1-1-1_frame132.jpg,1280,1024,1,619,701,632,715
483,Adam-120-A-1-1-1_frame330.jpg,1280,1024,1,688,299,701,307
484,Adam-120-A-1-1-1_frame234.jpg,1280,1024,1,705,311,717,322
485,Adam-120-A-1-1-1_frame168.jpg,1280,1024,1,522,606,535,616
486,Adam-120-A-1-1-1_frame230.jpg,1280,1024,1,688,311,702,322
487,Adam-120-A-1-1-1_frame309.jpg,1280,1024,1,935,465,951,487
488,Adam-120-A-1-1-1_frame134.jpg,1280,1024,1,615,700,629,713
489,Adam-120-A-1-1-1_frame328.jpg,1280,1024,1,709,297,723,305
490,Adam-120-A-1-1-1_frame262.jpg,1280,1024,1,750,330,764,344
491,Adam-120-A-1-1-1_frame232.jpg,1280,1024,1,698,312,708,321
493,Adam-120-A-1-1-1_frame223.jpg,1280,1024,1,657,316,668,326
494,Adam-120-A-1-1-1_frame311.jpg,1280,1024,1,921,416,936,436
495,Adam-120-A-1-1-1_frame138.jpg,1280,1024,1,607,696,623,711
496,Adam-120-A-1-1-1_frame283.jpg,1280,1024,1,634,357,646,367
497,Adam-120-A-1-1-1_frame195.jpg,1280,1024,1,535,433,544,447
498,Adam-120-A-1-1-1_frame264.jpg,1280,1024,1,749,329,761,344
499,Adam-120-A-1-1-1_frame193.jpg,1280,1024,1,531,450,539,460
500,Adam-120-A-1-1-1_frame281.jpg,1280,1024,1,657,343,671,354
501,Adam-120-A-1-1-1_frame204.jpg,1280,1024,1,567,381,576,393
502,Adam-120-A-1-1-1_frame260.jpg,1280,1024,1,752,329,765,344
503,Adam-120-A-1-1-1_frame292.jpg,1280,1024,1,533,525,543,539
505,Adam-120-A-1-2-2_frame286.jpg,1280,1024,1,601,310,615,326
506,Adam-120-A-1-2-2_frame242.jpg,1280,1024,1,534,576,549,590
507,Adam-120-A-1-2-2_frame160.jpg,1280,1024,1,593,346,604,361
508,Adam-120-A-1-2-2_frame98.jpg,1280,1024,1,581,685,595,699
510,Adam-120-A-1-2-2_frame74.jpg,1280,1024,1,631,707,645,722
511,Adam-120-A-1-2-2_frame272.jpg,1280,1024,1,747,295,761,301
512,Adam-120-A-1-2-2_frame86.jpg,1280,1024,1,612,701,625,716
513,Adam-120-A-1-2-2_frame156.jpg,1280,1024,1,575,364,585,379
514,Adam-120-A-1-2-2_frame202.jpg,1280,1024,1,745,328,760,345
515,Adam-120-A-1-2-2_frame234.jpg,1280,1024,1,600,384,612,397
516,Adam-120-A-1-2-2_frame240.jpg,1280,1024,1,536,511,545,524
517,Adam-120-A-1-2-2_frame128.jpg,1280,1024,1,506,542,519,555
518,Adam-120-A-1-2-2_frame110.jpg,1280,1024,1,542,647,556,659
519,Adam-120-A-1-2-2_frame126.jpg,1280,1024,1,506,557,519,569
520,Adam-120-A-1-2-2_frame140.jpg,1280,1024,1,518,460,529,472
521,Adam-120-A-1-2-2_frame120.jpg,1280,1024,1,514,595,529,606
522,Adam-120-A-1-2-2_frame182.jpg,1280,1024,1,698,311,714,323
523,Adam-120-A-1-2-2_frame270.jpg,1280,1024,1,774,299,790,308
525,Adam-120-A-1-2-2_frame178.jpg,1280,1024,1,681,310,694,321
527,Adam-120-A-1-2-2_frame194.jpg,1280,1024,1,734,322,748,335
528,Adam-120-A-1-2-2_frame262.jpg,1280,1024,1,893,361,905,379
529,Adam-120-A-1-2-2_frame266.jpg,1280,1024,1,832,320,847,330
530,Adam-120-A-1-2-2_frame290.jpg,1280,1024,1,578,326,589,344
532,Adam-120-A-1-2-2_frame200.jpg,1280,1024,1,743,327,756,343
533,Adam-120-A-1-2-2_frame244.jpg,1280,1024,1,563,651,581,664
534,Adam-120-A-1-2-2_frame196.jpg,1280,1024,1,737,325,752,338
535,Adam-120-A-1-2-2_frame142.jpg,1280,1024,1,534,450,543,462
536,Adam-120-A-1-2-2_frame204.jpg,1280,1024,1,747,330,760,345
537,Adam-120-A-1-2-2_frame122.jpg,1280,1024,1,509,582,526,597
538,Adam-120-A-1-2-2_frame288.jpg,1280,1024,1,587,317,602,334
539,Adam-120-A-1-2-2_frame164.jpg,1280,1024,1,611,333,625,344
540,Adam-120-A-1-2-2_frame268.jpg,1280,1024,1,802,308,815,316
541,Adam-120-A-1-2-2_frame102.jpg,1280,1024,1,567,675,582,688
542,Adam-120-A-1-2-2_frame162.jpg,1280,1024,1,601,338,615,353
543,Adam-120-A-1-2-2_frame152.jpg,1280,1024,1,559,385,565,398
544,Adam-120-A-1-2-2_frame76.jpg,1280,1024,1,628,707,643,721
546,Adam-120-A-1-2-2_frame100.jpg,1280,1024,1,573,681,589,693
547,Adam-120-A-1-2-2_frame294.jpg,1280,1024,1,563,344,575,363
548,Adam-120-A-1-2-2_frame170.jpg,1280,1024,1,641,316,655,329
549,Adam-120-A-1-2-2_frame254.jpg,1280,1024,1,924,574,944,592
550,Adam-120-A-1-2-2_frame84.jpg,1280,1024,1,616,703,630,716
551,Adam-120-A-1-2-2_frame106.jpg,1280,1024,1,553,663,570,676
552,Adam-120-A-1-2-2_frame168.jpg,1280,1024,1,633,321,646,332
553,Adam-120-A-1-2-2_frame174.jpg,1280,1024,1,662,312,675,322
554,Adam-120-A-1-2-2_frame166.jpg,1280,1024,1,621,325,634,339
555,Adam-120-A-1-2-2_frame198.jpg,1280,1024,1,741,325,755,341
559,Adam-120-A-1-2-2_frame82.jpg,1280,1024,1,619,703,633,717
560,Adam-120-A-1-2-2_frame238.jpg,1280,1024,1,550,456,562,473
563,Adam-120-A-1-2-2_frame172.jpg,1280,1024,1,654,314,664,325
564,Adam-120-A-1-2-2_frame220.jpg,1280,1024,1,725,331,738,343
565,Adam-120-A-1-2-2_frame212.jpg,1280,1024,1,745,331,757,348
566,Adam-120-A-1-2-2_frame274.jpg,1280,1024,1,721,291,736,299
567,Adam-120-A-1-2-2_frame236.jpg,1280,1024,1,575,415,586,427
568,Adam-120-A-1-2-2_frame276.jpg,1280,1024,1,700,289,713,298
569,Adam-120-A-1-2-2_frame180.jpg,1280,1024,1,688,310,704,322
571,Adam-120-A-1-2-2_frame90.jpg,1280,1024,1,603,697,617,711
572,Adam-120-A-1-2-2_frame280.jpg,1280,1024,1,655,295,669,304
573,Adam-120-A-1-2-2_frame188.jpg,1280,1024,1,719,315,734,329
574,Adam-120-A-1-2-2_frame118.jpg,1280,1024,1,518,607,534,619
575,Adam-120-A-1-2-2_frame292.jpg,1280,1024,1,567,336,580,352
576,Adam-120-A-1-2-2_frame260.jpg,1280,1024,1,915,395,928,413
577,Adam-120-A-1-2-2_frame184.jpg,1280,1024,1,706,312,721,324
578,Adam-120-A-1-2-2_frame258.jpg,1280,1024,1,935,440,949,462
579,Adam-120-A-1-2-2_frame92.jpg,1280,1024,1,597,695,612,709
581,Adam-120-A-1-2-2_frame216.jpg,1280,1024,1,737,331,750,346
582,Adam-120-A-1-2-2_frame186.jpg,1280,1024,1,713,314,727,326
583,Adam-120-A-1-2-2_frame88.jpg,1280,1024,1,607,699,621,713
584,Adam-120-A-1-2-2_frame296.jpg,1280,1024,1,560,352,574,374
585,Adam-120-A-1-2-2_frame96.jpg,1280,1024,1,587,689,601,701
586,Adam-120-A-1-2-2_frame218.jpg,1280,1024,1,732,331,746,345
587,Adam-120-A-1-2-2_frame146.jpg,1280,1024,1,532,421,544,433
588,Adam-120-A-1-2-2_frame232.jpg,1280,1024,1,624,362,638,372
589,Adam-120-A-1-2-2_frame158.jpg,1280,1024,1,584,355,594,367
590,Adam-120-A-1-2-2_frame214.jpg,1280,1024,1,741,331,755,346
591,Adam-120-A-1-2-2_frame256.jpg,1280,1024,1,943,500,958,523
592,Adam-120-A-1-3-3_frame325.jpg,1280,1024,1,772,288,789,296
593,Adam-120-A-1-3-3_frame170.jpg,1280,1024,1,519,608,532,618
594,Adam-120-A-1-3-3_frame163.jpg,1280,1024,1,536,645,552,657
595,Adam-120-A-1-3-3_frame244.jpg,1280,1024,1,725,318,738,331
596,Adam-120-A-1-3-3_frame255.jpg,1280,1024,1,743,327,756,343
597,Adam-120-A-1-3-3_frame345.jpg,1280,1024,1,578,313,590,326
598,Adam-120-A-1-3-3_frame323.jpg,1280,1024,1,799,295,812,307
599,Adam-120-A-1-3-3_frame127.jpg,1280,1024,1,627,709,641,725
600,Adam-120-A-1-3-3_frame327.jpg,1280,1024,1,749,283,763,291
601,Adam-120-A-1-3-3_frame281.jpg,1280,1024,1,655,345,667,357
602,Adam-120-A-1-3-3_frame246.jpg,1280,1024,1,729,318,743,334
603,Adam-120-A-1-3-3_frame313.jpg,1280,1024,1,925,397,939,417
604,Adam-120-A-1-3-3_frame349.jpg,1280,1024,1,562,327,574,343
605,Adam-120-A-1-3-3_frame206.jpg,1280,1024,1,562,379,571,393
606,Adam-120-A-1-3-3_frame195.jpg,1280,1024,1,525,439,534,456
607,Adam-120-A-1-3-3_frame257.jpg,1280,1024,1,744,328,757,344
608,Adam-120-A-1-3-3_frame121.jpg,1280,1024,1,632,710,647,727
609,Adam-120-A-1-3-3_frame217.jpg,1280,1024,1,611,333,623,345
610,Adam-120-A-1-3-3_frame172.jpg,1280,1024,1,514,597,527,607
612,Adam-120-A-1-3-3_frame214.jpg,1280,1024,1,597,343,608,357
613,Adam-120-A-1-3-3_frame204.jpg,1280,1024,1,551,389,563,404
614,Adam-120-A-1-3-3_frame253.jpg,1280,1024,1,740,325,754,340
616,Adam-120-A-1-3-3_frame328.jpg,1280,1024,1,735,282,751,290
617,Adam-120-A-1-3-3_frame276.jpg,1280,1024,1,698,330,711,344
618,Adam-120-A-1-3-3_frame231.jpg,1280,1024,1,680,310,693,322
619,Adam-120-A-1-3-3_frame135.jpg,1280,1024,1,615,705,630,722
620,Adam-120-A-1-3-3_frame223.jpg,1280,1024,1,640,317,655,330
621,Adam-120-A-1-3-3_frame185.jpg,1280,1024,1,505,510,520,525
623,Adam-120-A-1-3-3_frame342.jpg,1280,1024,1,597,301,608,314
624,Adam-120-A-1-3-3_frame221.jpg,1280,1024,1,632,323,644,333
625,Adam-120-A-1-3-3_frame227.jpg,1280,1024,1,660,312,674,324
626,Adam-120-A-1-3-3_frame219.jpg,1280,1024,1,622,326,633,339
627,Adam-120-A-1-3-3_frame251.jpg,1280,1024,1,739,324,752,338
628,Adam-120-A-1-3-3_frame123.jpg,1280,1024,1,631,710,645,727
629,Adam-120-A-1-3-3_frame167.jpg,1280,1024,1,524,625,540,639
630,Adam-120-A-1-3-3_frame131.jpg,1280,1024,1,622,707,637,723
631,Adam-120-A-1-3-3_frame274.jpg,1280,1024,1,710,331,723,343
632,Adam-120-A-1-3-3_frame295.jpg,1280,1024,1,544,624,560,636
633,Adam-120-A-1-3-3_frame174.jpg,1280,1024,1,510,584,523,596
634,Adam-120-A-1-3-3_frame125.jpg,1280,1024,1,630,709,642,726
635,Adam-120-A-1-3-3_frame225.jpg,1280,1024,1,651,315,665,327
636,Adam-120-A-1-3-3_frame272.jpg,1280,1024,1,720,331,733,342
637,Adam-120-A-1-3-3_frame264.jpg,1280,1024,1,741,330,755,346
638,Adam-120-A-1-3-3_frame334.jpg,1280,1024,1,668,280,682,290
639,Adam-120-A-1-3-3_frame291.jpg,1280,1024,1,538,491,549,506
640,Adam-120-A-1-3-3_frame336.jpg,1280,1024,1,647,283,662,294
641,Adam-120-A-1-3-3_frame232.jpg,1280,1024,1,684,309,696,322
642,Adam-120-A-1-3-3_frame263.jpg,1280,1024,1,742,330,755,346
643,Adam-120-A-1-3-3_frame340.jpg,1280,1024,1,612,294,626,308
644,Adam-120-A-1-3-3_frame240.jpg,1280,1024,1,713,314,726,326
645,Adam-120-A-1-3-3_frame168.jpg,1280,1024,1,520,619,538,632
646,Adam-120-A-1-3-3_frame236.jpg,1280,1024,1,700,310,713,324
647,Adam-120-A-1-3-3_frame317.jpg,1280,1024,1,881,340,893,356
648,Adam-120-A-1-3-3_frame136.jpg,1280,1024,1,614,704,628,719
649,Adam-120-A-1-3-3_frame338.jpg,1280,1024,1,629,287,645,299
650,Adam-120-A-1-3-3_frame268.jpg,1280,1024,1,733,330,747,344
651,Adam-120-A-1-3-3_frame238.jpg,1280,1024,1,708,312,721,325
652,Adam-120-A-1-3-3_frame133.jpg,1280,1024,1,618,705,633,721
653,Adam-120-A-1-3-3_frame229.jpg,1280,1024,1,671,308,683,323
654,Adam-120-A-1-3-3_frame319.jpg,1280,1024,1,857,321,865,332
655,Adam-120-A-1-3-3_frame287.jpg,1280,1024,1,582,404,593,417
656,Adam-120-A-1-3-3_frame200.jpg,1280,1024,1,539,411,548,427
657,Adam-120-A-1-3-3_frame270.jpg,1280,1024,1,728,329,741,345
658,Adam-120-A-1-3-3_frame199.jpg,1280,1024,1,537,419,545,433
660,Adam-120-A-1-3-3_frame210.jpg,1280,1024,1,577,360,589,373
661,Adam-120-A-1-3-3_frame266.jpg,1280,1024,1,738,330,751,345
662,Adam-120-A-1-3-3_frame315.jpg,1280,1024,1,903,364,917,383
663,Adam-120-A-1-4-4_frame259.jpg,1280,1024,1,765,274,780,282
664,Adam-120-A-1-4-4_frame144.jpg,1280,1024,1,595,345,605,358
665,Adam-120-A-1-4-4_frame68.jpg,1280,1024,1,623,706,636,724
666,Adam-120-A-1-4-4_frame249.jpg,1280,1024,1,895,336,910,353
667,Adam-120-A-1-4-4_frame123.jpg,1280,1024,1,518,467,528,481
668,Adam-120-A-1-4-4_frame125.jpg,1280,1024,1,524,454,532,468
669,Adam-120-A-1-4-4_frame228.jpg,1280,1024,1,591,679,607,695
671,Adam-120-A-1-4-4_frame95.jpg,1280,1024,1,542,647,557,660
672,Adam-120-A-1-4-4_frame110.jpg,1280,1024,1,512,558,524,570
674,Adam-120-A-1-4-4_frame104.jpg,1280,1024,1,518,597,533,610
675,Adam-120-A-1-4-4_frame170.jpg,1280,1024,1,716,308,728,321
676,Adam-120-A-1-4-4_frame166.jpg,1280,1024,1,700,306,715,318
677,Adam-120-A-1-4-4_frame91.jpg,1280,1024,1,556,663,571,678
678,Adam-120-A-1-4-4_frame183.jpg,1280,1024,1,746,317,757,337
679,Adam-120-A-1-4-4_frame61.jpg,1280,1024,1,633,709,647,728
680,Adam-120-A-1-4-4_frame247.jpg,1280,1024,1,919,361,934,383
681,Adam-120-A-1-4-4_frame189.jpg,1280,1024,1,748,323,762,339
682,Adam-120-A-1-4-4_frame277.jpg,1280,1024,1,591,303,603,318
683,Adam-120-A-1-4-4_frame217.jpg,1280,1024,1,602,381,615,394
684,Adam-120-A-1-4-4_frame219.jpg,1280,1024,1,576,413,589,428
685,Adam-120-A-1-4-4_frame185.jpg,1280,1024,1,746,323,760,337
686,Adam-120-A-1-4-4_frame142.jpg,1280,1024,1,584,352,595,368
687,Adam-120-A-1-4-4_frame129.jpg,1280,1024,1,535,427,544,442
688,Adam-120-A-1-4-4_frame281.jpg,1280,1024,1,574,322,585,337
689,Adam-120-A-1-4-4_frame93.jpg,1280,1024,1,550,655,564,667
690,Adam-120-A-1-4-4_frame193.jpg,1280,1024,1,747,323,760,340
691,Adam-120-A-1-4-4_frame279.jpg,1280,1024,1,579,311,594,329
693,Adam-120-A-1-4-4_frame89.jpg,1280,1024,1,563,669,579,683
694,Adam-120-A-1-4-4_frame153.jpg,1280,1024,1,639,315,654,329
695,Adam-120-A-1-4-4_frame74.jpg,1280,1024,1,609,701,624,716
696,Adam-120-A-1-4-4_frame151.jpg,1280,1024,1,629,321,642,334
697,Adam-120-A-1-4-4_frame140.jpg,1280,1024,1,576,364,585,378
698,Adam-120-A-1-4-4_frame227.jpg,1280,1024,1,563,645,580,658
699,Adam-120-A-1-4-4_frame196.jpg,1280,1024,1,744,325,758,339
700,Adam-120-A-1-4-4_frame72.jpg,1280,1024,1,615,703,629,718
701,Adam-120-A-1-4-4_frame87.jpg,1280,1024,1,570,677,585,691
703,Adam-120-A-1-4-4_frame53.jpg,1280,1024,1,641,712,655,728
704,Adam-120-A-1-4-4_frame59.jpg,1280,1024,1,635,711,649,728
705,Adam-120-A-1-4-4_frame157.jpg,1280,1024,1,659,309,673,321
707,Adam-120-A-1-4-4_frame155.jpg,1280,1024,1,649,312,663,325
708,Adam-120-A-1-4-4_frame187.jpg,1280,1024,1,747,322,761,339
709,Adam-120-A-1-4-4_frame240.jpg,1280,1024,1,955,520,973,543
710,Adam-120-A-1-4-4_frame100.jpg,1280,1024,1,528,621,542,633
711,Adam-120-A-1-4-4_frame55.jpg,1280,1024,1,640,712,653,727
712,Adam-120-A-1-4-4_frame210.jpg,1280,1024,1,681,331,695,343
713,Adam-120-A-1-4-4_frame57.jpg,1280,1024,1,638,712,651,728
714,Adam-120-A-1-4-4_frame70.jpg,1280,1024,1,619,705,633,721
715,Adam-120-A-1-4-4_frame245.jpg,1280,1024,1,941,397,955,418
716,Adam-120-A-1-4-4_frame108.jpg,1280,1024,1,512,571,523,583
717,Adam-120-A-1-4-4_frame161.jpg,1280,1024,1,679,305,692,318
718,Adam-120-A-1-4-4_frame208.jpg,1280,1024,1,697,326,710,339
719,Adam-120-A-1-4-4_frame200.jpg,1280,1024,1,736,323,749,337
720,Adam-120-A-1-4-4_frame268.jpg,1280,1024,1,657,273,676,287
723,Adam-120-A-1-4-4_frame168.jpg,1280,1024,1,707,307,722,320
724,Adam-120-A-1-4-4_frame198.jpg,1280,1024,1,741,324,753,339
725,Adam-120-A-1-4-4_frame78.jpg,1280,1024,1,600,696,613,710
726,Adam-120-A-1-4-4_frame274.jpg,1280,1024,1,607,291,623,306
727,Adam-120-A-1-4-4_frame176.jpg,1280,1024,1,730,314,745,328
728,Adam-120-A-1-4-4_frame102.jpg,1280,1024,1,523,609,538,622
729,Adam-120-A-1-4-4_frame283.jpg,1280,1024,1,568,328,582,349
730,Adam-120-A-1-4-4_frame172.jpg,1280,1024,1,721,310,735,324
731,Adam-120-A-1-4-4_frame253.jpg,1280,1024,1,843,301,858,313
732,Adam-120-A-1-4-4_frame80.jpg,1280,1024,1,593,693,607,707
733,Adam-120-A-1-4-4_frame272.jpg,1280,1024,1,624,282,638,296
734,Adam-120-A-1-4-4_frame204.jpg,1280,1024,1,721,323,734,337
735,Adam-120-A-1-4-4_frame174.jpg,1280,1024,1,727,312,739,325
736,Adam-120-A-1-4-4_frame76.jpg,1280,1024,1,605,697,619,715
737,Adam-120-A-1-4-4_frame164.jpg,1280,1024,1,692,306,705,319
738,Adam-120-A-1-4-4_frame255.jpg,1280,1024,1,817,290,832,299
740,Adam-120-A-1-4-4_frame225.jpg,1280,1024,1,537,571,551,585
741,Adam-120-A-1-4-4_frame138.jpg,1280,1024,1,567,374,578,388
742,Adam-120-A-1-4-4_frame206.jpg,1280,1024,1,711,323,724,338
743,Adam-120-A-1-4-4_frame136.jpg,1280,1024,1,559,384,569,399
744,Adam-120-A-1-4-4_frame221.jpg,1280,1024,1,554,454,565,471
745,Adam-120-A-1-4-4_frame146.jpg,1280,1024,1,604,337,616,349
746,Adam-120-A-1-4-4_frame202.jpg,1280,1024,1,729,322,743,337
